"FC"	"ens"	"symbol"	"A.1.alpha"	"A.1.beta"	"A.1.gamma"	"A.2.alpha"	"A.2.beta"	"A.2.gamma"	"A.3.alpha"	"A.3.beta"	"A.3.gamma"	"B.1.alpha"	"B.1.beta"	"B.1.gamma"	"B.2.alpha"	"B.2.beta"	"B.2.gamma"	"B.3.alpha"	"B.3.beta"	"B.3.gamma"	"total_mean"	"log2FC"
"1636429_at"	0	"FBgn0029836"	"CG5928"	3.41358364452901	3.4774174276118	3.56000883785052	3.57145553328524	3.55736450710491	3.66034576471384	3.4812123033763	3.64540945170529	3.64555042335552	3.36683945035434	3.38352495442946	3.74768665924581	3.31459886198477	3.46343610885806	3.58920163057509	3.27840225092728	3.4537047323213	3.50409593497012	3.50632435984437	0.101206367762911
"1623967_at"	0	"FBgn0015296"	"Shc"	3.5017446466902	3.4829040206266	3.50586485987519	3.56142912610189	3.93651257324317	3.81097842080207	3.56214636429968	3.53138936221324	3.60767791517609	3.76822974132105	3.36689113667664	3.89131079247245	3.83477269202005	3.65051314282719	3.75957700187759	3.7387833853038	3.6182076041492	3.72860246916182	3.65875195860211	-0.0951378529757401
"1636896_a_at"	0	"FBgn0031190"	"CG12576"	3.36816377891704	3.34068960116325	3.59373894853857	3.32230873576852	3.42451820990408	3.74463384507956	3.54070227053104	3.3873523694505	3.51892562452038	3.55282858576882	3.41944606905685	3.31548032017701	3.2889667992143	3.3596168382742	3.37697455691735	3.27040722405084	3.37789176596171	3.5899811062835	3.43292370275431	0.0766044575742622
"1638155_at"	0	"FBgn0011476"	"l(3)neo43"	2.72921491604981	2.76470652401968	2.85159922025051	2.77776121799537	2.79117169812337	2.93953916240927	2.65089178637836	2.80487415272329	2.84549394116096	2.81736043539424	2.85049731563548	2.80541373250744	2.68279718323369	2.90757729340824	2.78939526016143	2.81709986888375	2.90990396137056	2.92763490015188	2.81460736499207	-0.0391585924040099
"1638169_s_at"	0	"FBgn0033693"	"CG13175"	4.23231985588721	4.24536317943334	4.16111190609253	4.24272955219561	4.32456546783451	4.24462471359342	4.41092347937321	4.38523613610943	4.09713794379917	4.39626461807063	4.05718576420048	4.18338639898333	4.21563467596383	4.20585320361515	4.4078352897663	4.15017870485931	3.98392717205128	4.12387752371952	4.22600864364157	0.0688743203431779
"1630429_s_at"	0	"FBgn0039309"	"CG11891"	4.20174214176084	4.34098681640798	4.11062779238053	4.07779837750591	4.41478054433225	4.23967060245021	4.15476747223538	4.34012215236555	4.00402331058287	4.50707183512996	4.2034879566138	4.23706898088836	4.67251543235492	4.35857952124426	4.41665953764589	4.27874537708477	4.29716278637641	4.39684626806636	4.29181427252368	-0.164846498375912
"1633402_at"	0	"FBgn0085477"	"CG34448"	4.75275238924135	5.18510774084627	5.0296897138733	5.01021166775747	5.16896127048052	4.87576770091093	5.04616281374693	4.87200121728969	5.02006542467925	5.13572129671827	5.1817801128286	5.30447417773957	4.93133240082051	5.0283153172011	5.01268907139562	4.95414204270649	4.95364849493751	5.12675151783541	5.03275413172271	-0.0742371659285963
"1622946_at"	0	"FBgn0037936"	"CG6908"	3.46721242997949	3.72397138225733	3.30708098711318	3.23115886844583	3.55058564345923	3.42217835992147	3.51870233358425	2.95517263504015	3.36232298910772	3.78000931520299	3.61655269711294	3.51362199991985	3.43116680094244	3.64542628204375	3.66764740821445	3.32942464998547	3.5119826893857	3.48508841705403	3.47329477159835	-0.160281625661441
"1626760_at"	0	"FBgn0030178"	"Naxe"	3.91980692194275	3.94677726658423	3.97468974803242	3.95811166721055	4.21967225778891	4.02460565313425	4.01809447646196	4.14111022531342	4.18687111513475	4.33997723139296	3.891826784233	3.95870852115144	4.01395397234612	4.11469144522899	3.86315324358151	4.33160558855771	4.04293002762923	4.03029756531493	4.05427131727995	-0.0219338942036273
"1632970_at"	0	"FBgn0030009"	"CG15336"	4.36107595180242	4.17570123977161	4.34955650832248	4.15144292350756	4.27542285457811	4.39609211434104	4.50135614539302	4.45815850262097	4.37081733637439	4.6544037178107	4.31977720147633	4.324612651045	4.49987183319863	4.19552612704572	4.58766346616321	4.24766753250635	4.33207113830414	4.40592530424521	4.36706347491705	-0.0586550438981881
"1626511_at"	0	"FBgn0052305"	"CG32305"	4.08694960396515	3.80806083754665	4.05048208497066	4.12004124573001	4.18838583140159	4.25568852944995	4.22065993791938	3.98410841425446	3.97485167095847	4.20867036733767	4.03920970743957	4.02628555760394	4.20526740531012	4.12160771827407	4.05553224576668	3.80190531977452	3.92517935580363	4.1073040343172	4.06556610376798	0.0220296049521016
"1627460_at"	0	"FBgn0033683"	"CG18343"	4.74427118275596	4.52494590453458	4.66176106128927	4.55885047028483	4.83871377853832	4.42891874447203	4.41669194170091	4.65321637509854	4.59481040010635	4.5837377155451	4.61190101054051	4.23764032258496	4.31481171703069	4.5326863683013	4.3627491007209	4.3775770965426	4.68133470059348	4.47714216933636	4.53343111444315	0.138066628620543
"1626809_at"	0	"FBgn0263512"	"Vsx2"	4.76349104901707	4.78551141639484	4.5644665502087	4.57624835165263	5.0625147792411	4.66837345206365	4.99271381126097	5.00997131960848	4.64824051827577	4.93239999612677	4.95086729737684	5.15278629490024	4.80334834170656	4.85231471995187	4.89258664676386	5.01957807289011	4.99936665902129	4.86789859036624	4.86348210371261	-0.155512819042285
"1640275_at"	0	"FBgn0036949"	"CG7290"	3.96634681341389	4.04714928869362	3.79129567103189	4.12762855768918	4.05805925320829	4.11742323730939	3.86383018383837	4.10006629226184	3.98054570291707	3.90844832845318	3.97284515073974	4.15040280265445	4.08211123750454	4.35763784062956	4.19320892158237	3.84951954590856	3.80228980529502	3.84467770355912	4.01186035203834	-0.0120884817736666
"1631336_at"	0	"FBgn0023388"	"Dap160"	3.12495389263752	3.37061799652836	3.1657573533367	3.06956294306739	3.20875004718984	3.08707356962982	3.40206484539368	3.19421339873232	3.21024205499632	3.01160403025618	3.24217172038745	3.08836416250725	3.36450902670328	3.21111064512619	3.1607140552387	3.39193180250056	3.03019043248787	2.94807627367399	3.18232823613297	0.0427293280700534
"1634262_s_at"	0	"FBgn0025674"	"CycK"	3.82925392704197	3.26958627551043	3.47159805903161	3.77274309884691	3.56224858496144	3.57724997148125	3.67630887384211	3.58854886747129	3.63668931280299	3.74357235680511	3.49980993299352	3.22323771498351	3.5675796847805	3.69914838976681	3.37772205460311	3.74105317547082	3.4543343567454	3.33821745445661	3.55716122731085	0.0821724278205123
"1634552_at"	0	"FBgn0041180"	"Tep4"	4.2665819602389	4.19682335714283	4.49559289214528	4.3355219471767	4.36833905639985	4.47383658777611	4.40602693797135	4.66030188091674	4.40898373807063	4.30701728565229	4.44079180810617	4.45151275299131	4.38999155356381	4.39316817677731	4.42493781536385	4.41658056480246	4.64565040200012	4.46582631733735	4.41930472413517	-0.035940924306253
"1640252_at"	0	"FBgn0038319"	"mRpL9"	4.01257728802864	3.97155829794419	3.86603953753276	3.73385441334829	4.02952850903085	3.82359953505843	3.83603289741998	3.72986166636672	4.16394432825314	3.99389054600494	3.9384046142197	3.97747344095938	4.0517320283967	4.04602625124515	3.97069474181788	4.05126505440158	4.01511264109667	4.21550217944178	3.96817210947593	-0.121456113844531
"1634912_at"	0	"FBgn0002780"	"mod"	4.13784625908956	3.90766683763995	3.79519950494492	4.02965164046997	3.99656217048377	3.92779999571101	3.93851679337826	4.07244685140123	3.87447251258325	3.9167946349958	3.9715824248069	3.90191545353437	3.95647984745532	4.01226733412928	3.93217436933557	4.13637468530963	3.92084057522191	3.93895767574611	3.96486386479093	-0.000802714981441355
"1637062_at"	0	"FBgn0042102"	"CG18745"	4.69103821360619	4.46514601802165	4.54555966240803	4.60505512653625	4.47076771053504	4.61468218042338	4.32562486766484	4.5621467404959	4.48910560759091	4.64343900556838	4.52515307563644	4.63431683454656	4.44188797659154	4.75802299713404	4.35094097557931	4.71023760007144	4.5048005082801	4.51820005018436	4.54756250838191	-0.0353192107011093
"1640264_at"	0	"FBgn0085405"	"CG34376"	4.70940445147768	4.69514246609946	4.7404567729649	4.73190502539452	4.74855103073055	4.62602535603827	4.68035899821858	4.58158722640483	4.5089717371076	4.680186230605	4.82094443425691	4.82474884755587	4.70834347180339	4.87714341661052	4.869555738198	4.74063198264528	4.69482932808525	4.77605730960862	4.72304687910029	-0.107781966103605
"1636936_at"	0	"FBgn0259926"	"CG42449"	5.06405869556932	5.16501457140015	5.25869539806836	5.31619073957108	5.52226379698646	5.23113922176831	5.35667110693598	5.2156146037163	5.34537845851609	5.25700839949332	5.47659466277513	5.39869642794166	5.39875037756862	5.30703811976271	5.35375396461597	5.45793086650055	5.4052367755807	5.23355433900309	5.3201994736541	-0.0903930378566331
"1628652_at"	0	"FBgn0263705"	"Myo10A"	3.730284322896	3.79305172628355	3.69210737775422	3.71288003150697	3.78882308106601	3.61902669965157	3.65987925404151	3.61727498870448	3.66433470691583	3.45814637129867	3.82527786131023	3.47021350113589	3.32651377021934	3.35874701195358	3.74721507844243	3.23718242351385	3.60001642112206	3.3373748330223	3.59101941449103	0.212997212977977
"1641045_at"	0	"FBgn0037428"	"Osi18"	4.79260575048869	4.87816312109744	4.51332422341723	4.81124236198635	4.75563007915844	4.67340394275257	4.85047860465901	4.73204450194292	4.9898630397484	4.6210449704948	4.83009674772983	4.77518184329113	4.61181021985885	4.79953793826213	4.53955667577511	4.71242924965395	4.59361391778948	4.82098451049891	4.73894509436696	0.0769443946552064
"1623352_at"	0	"FBgn0039238"	"CG7016"	4.24307445392329	4.45790158843606	4.51188046228616	4.26653795408188	4.24320546187354	4.2564061084762	4.4003686044931	4.23612521805547	4.28278344363488	4.45192960475208	4.30722211560173	4.57393487997101	4.20531282018367	4.32683557659354	4.39555564908761	4.43046117321964	4.60877456984276	4.05521921071069	4.34741827195685	-0.0507735894113504
"1639815_at"	0	"FBgn0261568"	"CG42682"	2.62452909857618	2.61999592761488	3.18982318539102	2.82415408377584	2.76130040737405	2.89664314973428	2.83565514626349	2.83283712647489	2.82698557251992	2.81156859830092	2.74361035398347	2.82555174839195	2.80574902177198	2.53139427671125	2.58526934863936	2.91031208885028	2.83009899331625	2.68049803847691	2.7853320092315	0.0764301365869091
"1623961_at"	0	"FBgn0065032"	"Arpc3B"	4.09928554535104	4.13707249259408	4.2124571797672	4.08584908095406	4.07549035858892	4.07284748917431	4.12487497441575	4.11195435928354	3.97578465335576	3.92959906296762	4.19136963242814	3.84350962197577	4.07170391860065	4.14008967317423	4.19953061315501	4.17771131357379	3.95786749012473	4.09440319606097	4.08341114753031	0.0322035123804163
"1629178_at"	0	"FBgn0050181"	"ppk3"	3.97820845813907	4.14836768857337	4.25431631067983	4.01221095158529	4.10233142228445	4.02443812788951	3.93434369986575	4.13349751193554	4.13646450915014	4.19072138082107	4.42254600809124	4.21687234786802	4.34368763211735	4.17300226312276	4.23398454222977	3.987720006379	4.52732351226463	4.38493874367116	4.17805417314822	-0.195179750718006
"1641365_s_at"	0	"FBgn0027339"	"jim"	3.59483324532199	3.52940185005302	3.44275971101977	3.50184034437298	3.40378125835542	3.36010194160025	3.42536515000441	3.62804530001488	3.4223553110146	3.48723976367118	3.7130884261811	3.47982685915209	3.61330104015717	3.43282641105098	3.44592500813042	3.38156805341384	3.70907451367368	3.43017792828383	3.50008400641509	-0.04272709910633
"1636352_at"	0	"FBgn0031609"	"CG15443"	3.24562555121083	3.35024847352245	3.19942909029167	3.2276441714262	3.09421319390939	2.97816968628448	3.35875339941017	3.29094783746857	3.33881727722847	3.31673843934862	3.18235403567364	3.37869008394594	3.38151139729718	3.37465938829163	3.33476175154761	3.12445426916271	3.16191493156283	3.4842303977554	3.2679535208521	-0.0728295570925921
"1627237_at"	0	"FBgn0039833"	"CG15564"	5.00324970332979	5.21012705537537	4.88781742234487	4.55436828631228	4.8235832919025	5.00662698831702	5.01394170768593	5.15423590094363	4.88674791894755	5.1924525571396	4.99264182210073	5.17627140465775	5.24464876255415	5.23997921331774	5.42502729661685	5.16264995684225	5.24367807856395	5.15511557418145	5.07628683006297	-0.254640710090614
"1634907_s_at"	0	"FBgn0085367"	"CG34338"	3.34300901696552	3.57446537589017	3.34598608852032	3.66549996839323	3.8568719717899	3.57735196389125	3.24633594823168	3.5162653407955	3.60211593940201	3.61390713880562	3.7108584928971	3.63205758822146	3.53055910285519	3.73089793371475	3.40713483057606	3.5014434430975	3.71357811338809	3.60947663271353	3.56543416056383	-0.0802235180433022
"1637634_at"	0	"FBgn0034204"	"CG10953"	7.57872126644024	7.72398729414357	7.56332846876205	7.62718627929173	7.66452211633914	7.66469484138212	7.7132889775576	7.67978797388458	7.64839558466295	7.7294068075157	7.74762570282278	7.88628847754287	7.7437729192435	7.89460369504971	7.86630202546556	7.83540283260551	7.85987650877086	7.86930915686433	7.73869449601916	-0.174297258157426
"1634893_at"	0	"FBgn0001128"	"Gpdh1"	2.69270736993493	2.62829430643102	2.73368933214636	2.74165441779271	2.98977059523348	2.76176247405072	2.79870601995671	2.66659626551433	2.66719848623521	2.78956940620594	2.44854151762736	2.69034046035824	2.75019323293145	2.8707475285527	2.65622525422026	2.79834139622481	2.75454797380528	2.72678784908125	2.73142632701682	0.0216760720320202
"1631899_a_at"	0	"FBgn0039145"	"CG6000"	3.72740670577012	3.86858365037548	3.8688393317354	3.95708715286464	4.01956698225918	3.88898253287764	3.97059876588251	3.9802626885606	3.95796095275541	4.05907172132278	3.86700282735946	3.73815903578251	3.88353972895145	4.05297705614882	4.0532234030389	4.03238552529519	3.90311355819389	3.92045614346648	3.93051209792447	-0.0300711373864999
"1627182_at"	0	"FBgn0035694"	"CG13299"	3.47671086378728	3.53663132874153	3.49049570544098	3.49685807506788	3.70066673072789	3.43416936139916	3.50152284355914	3.51087187235668	3.50947533684937	3.50295054312253	3.49092886653033	3.51317019607585	3.42248132941561	3.63969639210471	3.5797629246828	3.45240249959511	3.67087199228204	3.53304943931088	3.52570646116943	-0.0164346739099943
"1625130_at"	0	"FBgn0033365"	"CG8170"	4.44545687928926	4.49364051345447	4.51204180814998	4.54063585152649	4.48638037037781	4.48131456930496	4.47930130356111	4.62351297190787	4.52746919262225	4.44608409186027	4.49375879108622	4.13400251464584	4.51787511655801	4.43440217125274	4.49379451526609	4.57212500798513	4.43932114083485	4.35509538940029	4.47090067772687	0.0781438579227505
"1625042_at"	0	"FBgn0051288"	"CG31288"	3.2003176592936	3.40543827870751	3.1604064781406	3.23194041545051	3.0086178018574	3.20721279094696	3.27465407451804	3.2367807714072	3.10785804987077	3.29949090412674	3.30571594903601	3.01880646050766	3.25837293079997	3.50547241088406	3.31890143512778	3.30684754870761	3.06054047150762	3.37772452078849	3.23806105287103	-0.0687384790325947
"1625323_at"	0	"FBgn0263973"	"jv"	3.93641882023251	4.1673130990261	4.08112045459105	3.99489571818069	4.12731667717186	4.06218138816616	4.24750385692666	3.97818400293017	4.06681895542146	4.1364077421563	4.12587180087986	3.91094408616622	3.98399175176554	4.05123257832231	3.9174026581281	3.78245668778553	3.92969121237086	4.27353694268464	4.04296046849478	0.0611352791541444
"1625277_at"	0	"FBgn0052463"	"Tengl2"	3.60241156688479	3.82637714287937	3.73034499411663	3.77005699418392	3.76293314114465	3.80399421329704	3.62743136685131	3.77170330808424	3.68304640472544	3.72867119936146	3.59034841853562	3.71339719906364	3.72696630269532	3.69490442304649	3.83263744524028	3.66807558273619	3.95143923118659	3.70671302309566	3.7328584420627	-0.00387263253265147
"1631223_at"	0	"FBgn0037369"	"CG2100"	4.124629340184	4.12051172110073	4.14885304164489	4.28695141810811	4.43269090881723	4.19336616460484	4.33086544035442	4.24013665782848	4.35887211067684	4.24382908805777	4.36042039416679	3.93517491069092	4.07247090622497	4.11435516363765	4.37602530823014	3.96823462461104	4.23170878240062	4.07749130441545	4.20092151587527	0.0952407023204653
"1640080_at"	0	"FBgn0032919"	"CG9253"	3.314114226762	3.45099185119575	3.27166699312261	3.3394445766804	3.03629399454283	3.29966625706934	3.3674019415023	3.46349417752819	3.33312366501931	3.47026178588804	3.50026201526102	3.54586829915715	3.20842588452232	3.49625946577083	3.50693793679596	3.43966936381887	3.65502448052534	3.69630753270942	3.41084524710398	-0.182535453447358
"1623734_at"	0	"FBgn0002632"	"E(spl)m6-BFM"	3.06525190226658	3.17421358751499	2.77138400029182	2.9397531716442	3.04952006147694	3.38855094832718	3.02672433439862	3.11638406500259	3.26447994164349	3.09019135384817	2.94363512953497	3.132077489464	3.17932728227193	3.3706462501302	3.26184178170417	3.33920169128721	3.20155547531797	3.10858767677935	3.13462923016135	-0.0923113464190619
"1636253_at"	0	"FBgn0036888"	"CG9330"	4.30993732075605	4.33878163848464	4.7985913301006	4.5132583134715	4.51790225781837	4.53080885116086	4.84911091489677	4.6926725543308	4.58151070291852	4.27834130987645	4.39625103496616	4.46303254746728	4.47171377936261	4.34163315562228	4.5730847735408	4.71526849687674	4.35558769067279	4.43605763965978	4.50908579511017	0.122400383988135
"1624607_at"	0	"FBgn0085229"	"CG34200"	3.50164628193691	3.26272591405372	3.23988203151892	3.31428228283199	3.12597917462152	3.4506770188838	3.55182064115947	3.29210580682929	3.45941761794854	3.46120648028127	3.14880866176838	3.28942076426547	3.34784811152994	3.34942458911903	3.50408728226683	3.31971889363733	3.16696361835807	3.62004201644029	3.35589206596949	-0.000998183098050109
"1632045_at"	0	"FBgn0038846"	"CG5697"	3.2108907236356	3.19457255267034	3.01716932050518	3.33883589563591	3.40466521849657	3.11276884595596	3.2679529489324	3.29264978049281	3.19104163162397	3.51468975085058	3.34360881343866	3.24412588396435	3.4734110481774	3.51132363125859	3.59339429051721	3.21196368082928	3.51415123202114	3.3322849242142	3.32052778740112	-0.189822926369186
"1630596_at"	0	"FBgn0037225"	"TwdlG"	3.50305354239683	3.41491781515852	3.47985054923281	3.37041617755091	3.58877750578224	3.70597980446757	3.47323129099608	3.64422450047681	3.78853409185781	3.51212345480168	3.68286421718836	3.1639119224825	3.53108312510947	3.59887724121228	3.66870104262275	3.28621054891485	3.7133832630176	3.38912499945368	3.5286258384846	0.0469672736796012
